id,name,symbol,categoria,price_usd,market_cap,cmc_rank,volume_24h,volume_pct,circulating_supply,total_supply,max_supply,multichain_flag,cex_listed,contract_address,explorers,social_score,rating,halving_flag,wallet_support
tokenfi,TokenFi,token,AI,0.01834841,44696217.0,,4143047.0,9.269345994091625,2436255891.601315,10000000000.0,10000000000.0,1,,0x4507cef57c46789ef8d1a19ea45f4216bae2b528,"https://etherscan.io/token/0x4507cef57c46789ef8d1a19ea45f4216bae2b528, https://platform.arkhamintelligence.com/explorer/token/tokenfi, https://bscscan.com/token/0x4507cef57c46789ef8d1a19ea45f4216bae2b528",950814,C,0,1
autonolas,Autonolas,olas,AI,0.254579,44693058.0,,255530.0,0.5717442740212585,175883247.13577092,467229834.13441175,,1,,0x0001a500a6b18995b03f44bb040a5ffc28e45cb0,"https://etherscan.io/token/0x0001a500a6b18995b03f44bb040a5ffc28e45cb0, https://platform.arkhamintelligence.com/explorer/token/autonolas, https://ethplorer.io/address/0x0001a500a6b18995b03f44bb040a5ffc28e45cb0",360831,C,0,1
myshell,MyShell,shell,AI,0.162794,43957446.0,,15672883.0,35.6546715657684,270000000.0,1000000000.0,1000000000.0,1,,0xf2c88757f8d03634671208935974b60a2a28bdb3,"https://etherscan.io/token/0xf2c88757f8d03634671208935974B60a2a28Bdb3, https://ethplorer.io/address/0xf2c88757f8d03634671208935974B60a2a28Bdb3, https://bscscan.com/token/0xf2c88757f8d03634671208935974B60a2a28Bdb3",897797,C,0,1
rss3,RSS3,rss3,AI,0.057959,41713754.0,,1805086.0,4.32731611736503,719666665.937585,1000000000.0,,1,,0x4200000000000000000000000000000000000042,"https://scan.rss3.io/address/0x4200000000000000000000000000000000000042, https://platform.arkhamintelligence.com/explorer/token/rss3, https://etherscan.io/token/0xc98d64da73a6616c42117b582e832812e7b8d57f",715432,C,0,1
forta,Forta,fort,AI,0.071658,40679131.0,,444344.0,1.0923143859685696,567642393.8339273,1000000000.0,1000000000.0,1,,0x41545f8b9472d758bb669ed8eaeeecd7a9c4ec29,"https://explorer.forta.network/, https://platform.arkhamintelligence.com/explorer/token/forta, https://etherscan.io/token/0x41545f8b9472d758bb669ed8eaeeecd7a9c4ec29",383730,C,0,1
auki-labs,AUKI,auki,AI,0.0222291,40431390.0,,240139.0,0.5939419841860495,1832677663.1482008,9998020576.04421,10000000000.0,0,,0xf9569cfb8fd265e91aa478d86ae8c78b8af55df4,"https://basescan.org/token/0xf9569cfb8fd265e91aa478d86ae8c78b8af55df4, https://platform.arkhamintelligence.com/explorer/token/auki-labs",640299,C,0,1
assemble-protocol,Assemble AI,asm,AI,0.02306054,34590812.0,,336412.0,0.9725472764270464,1500000000.0,1500000000.0,1500000000.0,0,,0x2565ae0385659badcada1031db704442e1b69982,"https://etherscan.io/token/0x2565ae0385659badcada1031db704442e1b69982, https://platform.arkhamintelligence.com/explorer/token/assemble-protocol, https://ethplorer.io/address/0x2565ae0385659badcada1031db704442e1b69982",937182,C,0,1
limewire-token,LimeWire,lmwr,AI,0.102077,33489925.0,,1160881.0,3.4663589124191825,327743146.61402553,633045269.0,1000000000.0,1,,0x628a3b2e302c7e896acc432d2d0dd22b6cb9bc88,"https://etherscan.io/token/0x628a3b2e302c7e896acc432d2d0dd22b6cb9bc88, https://platform.arkhamintelligence.com/explorer/token/limewire-token, https://ethplorer.io/address/0x628a3b2e302c7e896acc432d2d0dd22b6cb9bc88",1099817,C,0,1
xterio,Xterio,xter,AI,0.293331,33002090.0,,9238432.0,27.993475564729387,112500000.0,1000000000.0,1000000000.0,0,,0x103071da56e7cd95b415320760d6a0ddc4da1ca5,"https://bscscan.com/token/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5, https://binplorer.com/address/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5",643167,C,0,1
xterio,Xterio,xter,AI,0.293331,33002090.0,,9238432.0,27.993475564729387,112500000.0,1000000000.0,1000000000.0,0,,0x103071da56e7cd95b415320760d6a0ddc4da1ca5,"https://bscscan.com/token/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5, https://binplorer.com/address/0x103071Da56e7cD95b415320760D6a0dDC4DA1ca5",642763,C,0,1
nodeai,NodeAI,gpu,AI,0.334312,32477754.0,,629370.0,1.9378495200129917,97153156.220854,99573313.94239648,100000000.0,0,,0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870,"https://etherscan.io/token/0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870, https://platform.arkhamintelligence.com/explorer/token/nodeai, https://ethplorer.io/address/0x1258d60b224c0c5cd888d37bbf31aa5fcfb7e870",615435,C,0,1
neuralai,NEURALAI,neural,AI,3.19,31942316.0,,193895.0,0.6070160973925623,10000000.0,10000000.0,10000000.0,0,,0x32b053f2cba79f80ada5078cb6b305da92bde6e1,"https://etherscan.io/address/0x32b053f2cba79f80ada5078cb6b305da92bde6e1, https://platform.arkhamintelligence.com/explorer/token/neuralai, https://etherscan.io/token/0x32b053f2cba79f80ada5078cb6b305da92bde6e1",386337,C,0,1
neuralai,NEURALAI,neural,AI,3.19,31942316.0,,193895.0,0.6070160973925623,10000000.0,10000000.0,10000000.0,0,,0x32b053f2cba79f80ada5078cb6b305da92bde6e1,"https://etherscan.io/address/0x32b053f2cba79f80ada5078cb6b305da92bde6e1, https://platform.arkhamintelligence.com/explorer/token/neuralai, https://etherscan.io/token/0x32b053f2cba79f80ada5078cb6b305da92bde6e1",955846,C,0,1
genius-ai,GENIUS AI,gnus,AI,2.59,31895348.0,,32052.0,0.1004911437241568,12304964.499849198,15193848.0,50000000.0,1,,0x127e47aba094a9a87d084a3a93732909ff031419,"https://polygonscan.com/address/0x127e47aba094a9a87d084a3a93732909ff031419, https://platform.arkhamintelligence.com/explorer/token/genius-ai, https://etherscan.io/token/0x614577036f0a024dbc1c88ba616b394dd65d105a",748785,C,0,1
ora-coin,ORA Coin,ora,AI,0.829034,31765717.0,,66901.0,0.2106075553087625,38316666.33,333333333.0,333333333.0,1,,0x33333333fede34409fb7f67c6585047e1f653333,"https://etherscan.io/token/0x33333333FEde34409Fb7f67c6585047E1F653333, https://etherscan.io/address/0x33333333FEde34409Fb7f67c6585047E1F653333, https://ethplorer.io/address/0x33333333FEde34409Fb7f67c6585047E1F653333",335339,C,0,1
human-protocol,HUMAN Protocol,hmt,AI,0.0417335,31626918.0,,15445.21,0.0488356469005294,757866509.09279,1000000000.0,1000000000.0,1,,0xd1ba9bac957322d6e8c07a160a3a8da11a0d2867,"https://etherscan.io/token/0xd1ba9bac957322d6e8c07a160a3a8da11a0d2867, https://platform.arkhamintelligence.com/explorer/token/human-protocol, https://ethplorer.io/address/0xd1ba9bac957322d6e8c07a160a3a8da11a0d2867",530601,C,0,1
frok-ai,Frok.ai,frok,AI,0.073972,31070087.0,,2912.38,0.0093735817347405,420690000.0,420690000.0,420690000.0,0,,0x42069babe14fb1802c5cb0f50bb9d2ad6fef55e2,"https://basescan.org/token/0x42069babe14fb1802c5cb0f50bb9d2ad6fef55e2, https://platform.arkhamintelligence.com/explorer/token/frok-ai",702256,C,0,1
vaderai-by-virtuals,VaderAI by Virtuals,vader,AI,0.03287525,32765208.0,,598461.0,1.8265136604656989,996739513.1977308,996739513.1977308,1000000000.0,0,,0x731814e491571a2e9ee3c5b1f7f3b962ee8f4870,https://basescan.org/token/0x731814e491571A2e9eE3c5b1F7f3b962eE8f4870,347979,C,0,1
vaderai-by-virtuals,VaderAI by Virtuals,vader,AI,0.03287525,32765208.0,,598461.0,1.8265136604656989,996739513.1977308,996739513.1977308,1000000000.0,0,,0x731814e491571a2e9ee3c5b1f7f3b962ee8f4870,https://basescan.org/token/0x731814e491571A2e9eE3c5b1F7f3b962eE8f4870,623649,C,0,1
tokenbot-2,tokenbot,clanker,AI,29.7,29743910.0,,6466028.0,21.738997999926703,1000000.0,1000000.0,1000000.0,0,,0x1bc0c42215582d5a085795f4badbac3ff36d1bcb,"https://basescan.org/token/0x1bc0c42215582d5a085795f4badbac3ff36d1bcb, https://platform.arkhamintelligence.com/explorer/token/tokenbot-2",450580,C,0,1
spectre-ai,Spectre AI,spectre,AI,2.85,28446478.0,,756478.0,2.6593028493720734,9993171.20242279,9993171.20242279,10000000.0,0,,0x9cf0ed013e67db12ca3af8e7506fe401aa14dad6,"https://etherscan.io/token/0x9cf0ed013e67db12ca3af8e7506fe401aa14dad6, https://platform.arkhamintelligence.com/explorer/token/spectre-ai, https://ethplorer.io/address/0x9cf0ed013e67db12ca3af8e7506fe401aa14dad6",387676,C,0,1
covalent-x-token,Covalent X Token,cxt,AI,0.03095597,28404168.0,,1507511.0,5.307358413032904,917546431.3408602,1000000000.0,1000000000.0,0,,0x7abc8a5768e6be61a6c693a6e4eacb5b60602c4d,"https://etherscan.io/token/0x7abc8a5768e6be61a6c693a6e4eacb5b60602c4d, https://platform.arkhamintelligence.com/explorer/token/covalent-x-token, https://ethplorer.io/address/0x7abc8a5768e6be61a6c693a6e4eacb5b60602c4d",950935,C,0,1
swarms,Swarms,swarms,AI,0.02835249,28316802.0,,10619960.0,37.5040938591865,999984830.56,999984830.56,1000000000.0,0,,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,"https://solscan.io/account/74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump, https://solscan.io/token/74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump",333008,C,0,1
swarms,Swarms,swarms,AI,0.02835249,28316802.0,,10619960.0,37.5040938591865,999984830.56,999984830.56,1000000000.0,0,,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,"https://solscan.io/account/74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump, https://solscan.io/token/74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump",1041967,C,0,1
phoenix-global,Phoenix,phb,AI,0.532114,27352931.0,,7400088.0,27.054095226577363,51400778.7277813,51400778.7277813,64000000.0,0,,0x0409633a72d846fc5bbe2f98d88564d35987904d,"https://bscscan.com/token/0x0409633a72d846fc5bbe2f98d88564d35987904d, https://platform.arkhamintelligence.com/explorer/token/phoenix-global, https://binplorer.com/address/0x0409633a72d846fc5bbe2f98d88564d35987904d",532303,C,0,1
hashai,HashAI,hashai,AI,0.00029034,25639024.0,,89975.0,0.3509298949913226,89456965951.0,94999383050.0,100000000000.0,0,,0x292fcdd1b104de5a00250febba9bc6a5092a0076,"https://etherscan.io/token/0x292fcdd1b104de5a00250febba9bc6a5092a0076, https://platform.arkhamintelligence.com/explorer/token/hashai, https://ethplorer.io/address/0x292fcdd1b104de5a00250febba9bc6a5092a0076",894781,C,0,1
openserv,OpenServ,serv,AI,0.03790948,25920962.0,,206357.0,0.7961008545901961,683957000.0,1000000000.0,1000000000.0,0,,0x40e3d1a4b2c47d9aa61261f5606136ef73e28042,"https://etherscan.io/token/0x40e3d1A4B2C47d9AA61261F5606136ef73E28042, https://platform.arkhamintelligence.com/explorer/token/openserv, https://ethplorer.io/address/0x40e3d1A4B2C47d9AA61261F5606136ef73E28042",683576,C,0,1
victoria-vr,Victoria VR,vr,AI,0.0031427,25503999.0,,5128746.0,20.1095757571195,8141695688.0,16800000000.0,16800000000.0,0,,0x7d5121505149065b562c789a0145ed750e6e8cdd,"https://etherscan.io/token/0x7d5121505149065b562c789a0145ed750e6e8cdd, https://platform.arkhamintelligence.com/explorer/token/victoria-vr, https://ethplorer.io/address/0x7d5121505149065b562c789a0145ed750e6e8cdd",947558,C,0,1
mind-network,Mind Network,fhe,AI,0.103482,25684464.0,,11674651.0,45.45413523132116,249000000.0,1000000000.0,1000000000.0,1,,0xd55c9fb62e176a8eb6968f32958fefdd0962727e,"https://etherscan.io/token/0xd55C9fB62E176a8Eb6968f32958FeFDD0962727E, https://ethplorer.io/address/0xd55C9fB62E176a8Eb6968f32958FeFDD0962727E, https://bscscan.com/token/0xd55C9fB62E176a8Eb6968f32958FeFDD0962727E",706653,C,0,1
palm-ai,PaLM AI,palm,AI,0.325318,25114910.0,,26945.0,0.1072868666461476,77199726.29891282,77199726.29891282,100000000.0,0,,0xf1df7305e4bab3885cab5b1e4dfc338452a67891,"https://etherscan.io/token/0xf1df7305e4bab3885cab5b1e4dfc338452a67891, https://platform.arkhamintelligence.com/explorer/token/palm-ai, https://ethplorer.io/address/0xf1df7305e4bab3885cab5b1e4dfc338452a67891",685919,C,0,1
palm-ai,PaLM AI,palm,AI,0.325318,25114910.0,,26945.0,0.1072868666461476,77199726.29891282,77199726.29891282,100000000.0,0,,0xf1df7305e4bab3885cab5b1e4dfc338452a67891,"https://etherscan.io/token/0xf1df7305e4bab3885cab5b1e4dfc338452a67891, https://platform.arkhamintelligence.com/explorer/token/palm-ai, https://ethplorer.io/address/0xf1df7305e4bab3885cab5b1e4dfc338452a67891",367691,C,0,1
balance,Balance,ept,AI,0.01026662,23726982.0,,84253930.0,355.0975425361725,2316583333.0,10000000000.0,10000000002.0,0,,0x3dc8e2d80b6215a1bccae4d38715c3520581e77c,"https://bscscan.com/token/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c, https://binplorer.com/address/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c",270665,C,0,1
balance,Balance,ept,AI,0.01026662,23726982.0,,84253930.0,355.0975425361725,2316583333.0,10000000000.0,10000000002.0,0,,0x3dc8e2d80b6215a1bccae4d38715c3520581e77c,"https://bscscan.com/token/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c, https://binplorer.com/address/0x3Dc8e2d80b6215a1BCcAe4d38715C3520581E77c",994276,C,0,1
revox,REVOX,rex,AI,0.02540323,22947977.0,,16032786.0,69.86579252715828,900000000.0,3000000000.0,3000000000.0,0,,0x90869b3a42e399951bd5f5ff278b8cc5ee1dc0fe,"https://bscscan.com/address/0x90869b3a42E399951bd5F5fF278B8CC5ee1Dc0fE, https://bscscan.com/token/0x90869b3a42E399951bd5F5fF278B8CC5ee1Dc0fE, https://binplorer.com/address/0x90869b3a42E399951bd5F5fF278B8CC5ee1Dc0fE",833846,C,0,1
altura,Altura,alu,AI,0.02234222,22133189.0,,5785770.0,26.14069757412725,990000000.0,990000000.0,990000000.0,1,,0x8263cd1601fe73c066bf49cc09841f35348e3be0,"https://bscscan.com/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0, https://platform.arkhamintelligence.com/explorer/token/altura, https://bnb.dex.guru/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0",951194,C,0,1
altura,Altura,alu,AI,0.02234222,22133189.0,,5785770.0,26.14069757412725,990000000.0,990000000.0,990000000.0,1,,0x8263cd1601fe73c066bf49cc09841f35348e3be0,"https://bscscan.com/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0, https://platform.arkhamintelligence.com/explorer/token/altura, https://bnb.dex.guru/token/0x8263cd1601fe73c066bf49cc09841f35348e3be0",362810,C,0,1
empyreal,Empyreal,emp,AI,72.53,21768827.0,,204185.0,0.9379696940032644,300000.0,300000.0,300000.0,1,,0x772598e9e62155d7fdfe65fdf01eb5a53a8465be,"https://arbiscan.io/token/0x772598e9e62155d7fdfe65fdf01eb5a53a8465be, https://platform.arkhamintelligence.com/explorer/token/empyreal, https://etherscan.io/token/0x39d5313c3750140e5042887413ba8aa6145a9bd2",854103,C,0,1
empyreal,Empyreal,emp,AI,72.53,21768827.0,,204185.0,0.9379696940032644,300000.0,300000.0,300000.0,1,,0x772598e9e62155d7fdfe65fdf01eb5a53a8465be,"https://arbiscan.io/token/0x772598e9e62155d7fdfe65fdf01eb5a53a8465be, https://platform.arkhamintelligence.com/explorer/token/empyreal, https://etherscan.io/token/0x39d5313c3750140e5042887413ba8aa6145a9bd2",991617,D,0,1
octaspace,OctaSpace,octa,AI,0.551281,21051209.0,,268423.0,1.2750954113846855,38153231.13125,38153231.13125,48000000.0,1,,,"https://explorer.octa.space, https://platform.arkhamintelligence.com/explorer/token/octaspace, https://etherscan.io/token/0xfa704148d516b209d52c2d75f239274c8f8eaf1a",561170,C,0,1
morpheusai,MorpheusAI,mor,AI,6.02,20929464.0,,36978.0,0.1766791543252135,3475519.877244682,6078725.568481327,42000000.0,1,,0x092baadb7def4c3981454dd9c0a0d7ff07bcfc86,"https://arbiscan.io/token/0x092baadb7def4c3981454dd9c0a0d7ff07bcfc86, https://platform.arkhamintelligence.com/explorer/token/morpheusai, https://etherscan.io/token/0xcbb8f1bda10b9696c57e13bc128fe674769dcec0",188654,C,0,1
oort,OORT,oort,AI,0.051504,20170213.0,,673751.0,3.3403266490046484,391622855.9442749,1998899999.89,2000000000.0,1,,,"https://mainnet-scan.oortech.com/, https://platform.arkhamintelligence.com/explorer/token/oort, https://bscscan.com/token/0x5651fa7a726b9ec0cad00ee140179912b6e73599",937663,C,0,1
sleepless-ai,Sleepless AI,ai,AI,0.148859,19362945.0,,7547285.0,38.97798088049107,130000000.0,1000000000.0,,0,,0xbda011d7f8ec00f66c1923b049b94c67d148d8b2,"https://bscscan.com/token/0xbda011d7f8ec00f66c1923b049b94c67d148d8b2, https://platform.arkhamintelligence.com/explorer/token/sleepless-ai, https://binplorer.com/address/0xbda011d7f8ec00f66c1923b049b94c67d148d8b2",479774,C,0,1
synternet-synt,Synternet,synt,AI,0.02072073,18663938.0,,1260150.0,6.7517905385240775,901006500.0,1146081000.0,2500000000.0,0,,0xda987c655ebc38c801db64a8608bc1aa56cd9a31,"https://etherscan.io/token/0xda987c655ebc38c801db64a8608bc1aa56cd9a31, https://platform.arkhamintelligence.com/explorer/token/synternet-synt, https://explorer.synternet.com/",911358,C,0,1
bankercoin-2,BankrCoin,bnkr,AI,0.00018456,18455919.0,,3946975.0,21.385957534815795,99999999999.99998,99999999999.99998,100000000000.0,0,,0x22af33fe49fd1fa80c7149773dde5890d3c76f3b,"https://basescan.org/address/0x22aF33FE49fD1Fa80c7149773dDe5890D3c76F3b, https://basescan.org/token/0x22aF33FE49fD1Fa80c7149773dDe5890D3c76F3b",193813,C,0,1
o-intelligence-coin,O Intelligence Coin,oi,AI,17119273.0,17121162.0,,13258.84,0.077441239093468,1.0,1.0,1.0,0,,AKzAhPPLMH5NG35kGbgkwtrTLeGyVrfCtApjnvqAATcm,https://solscan.io/token/AKzAhPPLMH5NG35kGbgkwtrTLeGyVrfCtApjnvqAATcm,354725,C,0,1
reactive-network,Reactive Network,react,AI,0.059797,18368438.0,,432779.0,2.356101264571326,310000000.0,500000000.0,,0,,,,1113785,C,0,1
vertical-ai,Vertical AI,vertai,AI,0.181607,18075591.0,,861417.0,4.765636708642058,100000000.0,100000000.0,100000000.0,0,,0xcdbddbdefb0ee3ef03a89afcd714aa4ef310d567,"https://etherscan.io/token/0xcdbddbdefb0ee3ef03a89afcd714aa4ef310d567, https://platform.arkhamintelligence.com/explorer/token/vertical-ai, https://ethplorer.io/address/0xcdbddbdefb0ee3ef03a89afcd714aa4ef310d567",526911,C,0,1
basedai,BasedAI,basedai,AI,0.499314,17810239.0,,136229.0,0.7648914761896233,35669420.0,35669420.0,,0,,0x44971abf0251958492fee97da3e5c5ada88b9185,"https://etherscan.io/token/0x44971abf0251958492fee97da3e5c5ada88b9185, https://platform.arkhamintelligence.com/explorer/token/basedai, https://ethplorer.io/address/0x44971abf0251958492fee97da3e5c5ada88b9185",920763,C,0,1
cortex,Cortex,ctxc,AI,0.07402,16973018.0,,2746817.0,16.183433022930867,229303257.046875,299792458.0,,0,,,https://cerebro.cortexlabs.ai/#/blocks,1137359,C,0,1
numbers-protocol,Numbers Protocol,num,AI,0.02060278,15703951.0,,848537.0,5.403334485697261,762221428.0,772284412.0,1000000000.0,1,,0x3496b523e5c00a4b4150d6721320cddb234c3079,"https://etherscan.io/token/0x3496b523e5c00a4b4150d6721320cddb234c3079, https://platform.arkhamintelligence.com/explorer/token/numbers-protocol, https://ethplorer.io/address/0x3496b523e5c00a4b4150d6721320cddb234c3079",186431,C,0,1
trias-token,TriasLab,trias,AI,1.49,14870460.0,,152381.0,1.024722839777653,10000000.0,10000000.0,10000000.0,1,,0x184cff0e719826b966025f93e05d8c8b0a79b3f9,"https://bscscan.com/token/0x184cff0e719826b966025f93e05d8c8b0a79b3f9, https://platform.arkhamintelligence.com/explorer/token/trias-token, https://binplorer.com/address/0x184cff0e719826b966025f93e05d8c8b0a79b3f9",355563,C,0,1
agent-ted,Agent Ted,ted,AI,0.01472049,14704007.0,,116586.0,0.7928859119830397,1000000000.0,1000000000.0,1000000000.0,0,,D8RaN4ZXKkemC7pyu2noMB8n6ptDPkzuMFp4KfZSpkin,https://solscan.io/token/D8RaN4ZXKkemC7pyu2noMB8n6ptDPkzuMFp4KfZSpkin,938745,C,0,1
neuron,Neuron,nrn,AI,0.03333668,14450817.0,,298453.0,2.0653019133797077,432971938.5837733,1000000000.0,1000000000.0,0,,0xdadeca1167fe47499e53eb50f261103630974905,"https://arbiscan.io/token/0xdadeca1167fe47499e53eb50f261103630974905, https://platform.arkhamintelligence.com/explorer/token/neuron",1117469,C,0,1
neuron,Neuron,nrn,AI,0.03333668,14450817.0,,298453.0,2.0653019133797077,432971938.5837733,1000000000.0,1000000000.0,0,,0xdadeca1167fe47499e53eb50f261103630974905,"https://arbiscan.io/token/0xdadeca1167fe47499e53eb50f261103630974905, https://platform.arkhamintelligence.com/explorer/token/neuron",906291,C,0,1
masa-finance,Masa,masa,AI,0.02599818,14527068.0,,3352059.0,23.074573616644457,558800582.0660924,1570361796.764101,1588866523.0,1,,0x944824290cc12f31ae18ef51216a223ba4063092,"https://subnets.avax.network/masa, https://platform.arkhamintelligence.com/explorer/token/masa-finance, https://etherscan.io/token/0x944824290cc12f31ae18ef51216a223ba4063092",418454,C,0,1
swarmnode-ai,SwarmNode.ai,snai,AI,0.01539459,13892997.0,,1950135.0,14.036820133193723,902460007.006415,999971220.046091,1000000000.0,0,,Hjw6bEcHtbHGpQr8onG3izfJY5DJiWdt7uk2BfdSpump,https://solscan.io/token/Hjw6bEcHtbHGpQr8onG3izfJY5DJiWdt7uk2BfdSpump,792598,C,0,1
agoras-currency-of-tau,Agoras: Tau Net,agrs,AI,0.728808,13118039.0,,70275.0,0.5357126930328535,18000000.0,42000000.0,,0,,0x738865301a9b7dd80dc3666dd48cf034ec42bdda,"https://etherscan.io/token/0x738865301a9b7dd80dc3666dd48cf034ec42bdda, https://platform.arkhamintelligence.com/explorer/token/agoras-currency-of-tau, https://ethplorer.io/address/0x738865301a9b7dd80dc3666dd48cf034ec42bdda",345734,C,0,1
opulous,Opulous,opul,AI,0.02644299,13112509.0,,375485.0,2.8635633348278358,500000000.0,500000000.0,500000000.0,1,,0x80d55c03180349fff4a229102f62328220a96444,"https://etherscan.io/token/0x80d55c03180349fff4a229102f62328220a96444, https://platform.arkhamintelligence.com/explorer/token/opulous, https://ethplorer.io/address/0x80d55c03180349fff4a229102f62328220a96444",891914,C,0,1
opulous,Opulous,opul,AI,0.02644299,13112509.0,,375485.0,2.8635633348278358,500000000.0,500000000.0,500000000.0,1,,0x80d55c03180349fff4a229102f62328220a96444,"https://etherscan.io/token/0x80d55c03180349fff4a229102f62328220a96444, https://platform.arkhamintelligence.com/explorer/token/opulous, https://ethplorer.io/address/0x80d55c03180349fff4a229102f62328220a96444",686774,C,0,1
kryll,KRYLL,krl,AI,0.324792,12873491.0,,63978.0,0.4969747522253288,39637368.60137463,49417348.0,49417348.0,1,,0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,"https://etherscan.io/token/0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0, https://platform.arkhamintelligence.com/explorer/token/kryll, https://ethplorer.io/address/0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0",275595,C,0,1
